S._No.,State,District,Block,Latitude,Longitude,Year,pH,EC_in_μS/cm,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,TDS,SiO2,EC_TDS_ratio,Hardness_Class,pH_safe,NO3_safe,F_safe
1,Himachal Pradesh,Solan,Nallagarh,31.1594,76.6785,2019,8.44,299.0,0.0,87.0,21.0,31.9,2.7,0.0,84.0,17.0,10.0,39.0,2.4,0.2,456.0,18.0,0.6542669584245077,1,1,1,1
2,Himachal Pradesh,Solan,Nallagarh,31.154,76.6384,2019,8.4,270.0,0.0,87.0,14.0,31.9,10.0,0.0,116.0,10.0,18.0,23.0,1.0,0.12,456.0,18.0,0.5908096280087527,1,1,1,1
3,Himachal Pradesh,Solan,Nallagarh,31.1651,76.6082,2019,8.4,318.0,0.0,87.0,21.0,31.9,13.0,0.0,116.0,10.0,18.0,28.0,2.5,0.15,456.0,18.0,0.6958424507658644,1,1,1,1
4,Himachal Pradesh,Solan,Nallagarh,31.02,76.65,2019,8.12,715.0,0.0,131.0,134.0,21.0,52.0,0.0,200.0,38.0,26.0,68.0,4.0,0.14,456.0,18.0,1.5645514223194747,2,1,0,1
5,Himachal Pradesh,Kangra,Nurpur,32.28,75.7914,2019,8.12,277.0,0.0,171.0,14.0,31.9,10.0,0.0,110.0,28.0,9.7,26.0,2.01,0.22,456.0,18.0,0.6061269146608315,1,1,1,1
6,Himachal Pradesh,Kangra,Nurpur,32.2796,75.8408,2019,8.45,330.0,0.0,122.0,21.0,31.9,21.0,0.0,140.0,24.0,19.0,23.0,1.99,0.16,456.0,18.0,0.7221006564551422,1,1,1,1
7,Himachal Pradesh,Kangra,Indora,32.2157,75.6687,2019,8.18,377.0,0.0,146.0,42.0,31.9,23.0,0.0,120.0,32.0,9.7,35.0,4.9,0.15,456.0,18.0,0.824945295404814,1,1,1,1
8,Himachal Pradesh,Kangra,Kangra,32.0042,76.2299,2019,8.45,310.0,0.0,159.0,28.0,31.9,7.2,0.0,110.0,32.0,7.3,24.0,0.5,0.3,456.0,18.0,0.6783369803063457,1,1,1,1
9,Himachal Pradesh,Kangra,Kangra,32.1067,76.2752,2019,8.47,275.0,0.0,110.0,21.0,31.9,20.0,0.0,110.0,28.0,26.77,22.0,2.2,0.15,456.0,18.0,0.6017505470459519,1,1,1,1
10,Himachal Pradesh,Kangra,Kangra,32.0503,76.2538,2019,8.25,307.0,0.0,134.0,21.0,31.9,23.0,0.0,130.0,28.0,15.0,16.0,0.5,0.12,456.0,18.0,0.6717724288840262,1,1,1,1
11,Himachal Pradesh,Kangra,Baijnath,32.0536,76.6338,2019,7.72,200.0,0.0,85.0,21.0,31.9,15.0,0.0,70.0,24.0,26.77,20.0,3.9,0.32,456.0,18.0,0.437636761487965,0,1,1,1
12,Himachal Pradesh,Kangra,Dehra gopipur,31.7921,76.3342,2019,8.32,630.0,0.0,159.0,83.0,10.0,32.0,0.0,180.0,36.0,22.0,57.0,1.9,0.15,456.0,18.0,1.3785557986870898,2,1,1,1
13,Himachal Pradesh,Kangra,Nurpur,32.2603,76.0106,2019,8.4,312.0,0.0,171.0,21.0,31.9,1.6,0.0,130.0,40.0,7.3,28.0,1.0,0.17,456.0,18.0,0.6827133479212254,1,1,1,1
14,Himachal Pradesh,Kangra,Indora,32.1369,75.6894,2019,8.5,400.0,0.0,171.0,21.0,5.0,7.7,0.0,140.0,28.0,17.0,55.0,2.3,0.25,456.0,18.0,0.87527352297593,1,1,1,1
15,Himachal Pradesh,Kangra,Indora,32.0388,75.7192,2019,8.32,415.0,0.0,171.0,28.0,31.9,36.0,0.0,150.0,32.0,17.0,26.0,19.0,0.1,456.0,18.0,0.9080962800875274,1,1,1,1
16,Himachal Pradesh,Kangra,Rakkar,31.7839,76.2956,2019,8.3,385.0,0.0,159.0,35.0,31.9,3.3,0.0,150.0,44.0,9.7,32.0,1.5,0.15,456.0,18.0,0.8424507658643327,1,1,1,1
17,Himachal Pradesh,Kangra,Kangra,32.1068,76.4111,2019,8.0,150.0,0.0,61.0,20.0,31.9,7.3,0.0,50.0,16.0,26.77,16.0,0.5,0.1,456.0,18.0,0.3282275711159737,0,1,1,1
18,Himachal Pradesh,Kangra,Indora,32.1622,75.9909,2019,8.35,345.0,0.0,146.0,27.0,31.9,24.0,0.0,120.0,24.0,15.0,28.0,14.0,0.12,456.0,18.0,0.7549234135667396,1,1,1,1
19,Himachal Pradesh,Kangra,Kangra,32.0934,76.2645,2019,8.47,362.0,0.0,110.0,13.0,12.0,16.0,0.0,160.0,40.0,15.0,25.0,1.5,0.14,456.0,18.0,0.7921225382932167,2,1,1,1
20,Himachal Pradesh,Kangra,Kang-Palmpur,31.9667,76.5382,2019,8.2,255.0,0.0,134.0,21.0,20.0,1.0,0.0,120.0,28.0,19.0,17.0,8.9,0.14,456.0,18.0,0.5579868708971554,1,1,1,1
21,Himachal Pradesh,KANGRA,Nurpur,32.3572,75.8614,2019,8.32,200.0,0.0,85.0,6.7,31.9,1.7,0.0,100.0,24.0,9.7,12.0,0.5,0.22,456.0,18.0,0.437636761487965,1,1,1,1
22,Himachal Pradesh,KANGRA,Nurpur,32.2869,75.8697,2019,8.6,795.0,0.0,232.0,57.0,31.9,58.0,0.0,290.0,56.0,36.0,48.0,20.0,0.3,456.0,18.0,1.7396061269146608,2,0,0,1
23,Himachal Pradesh,Kangra,Indaura,32.1713,75.6954,2019,8.4,255.0,0.0,110.0,14.0,31.9,4.1,0.0,110.0,12.0,19.0,21.0,1.3,0.18,456.0,18.0,0.5579868708971554,1,1,1,1
24,Himachal Pradesh,KANGRA,Jawali,32.254,75.8865,2019,7.9,195.0,0.0,146.0,6.7,31.9,5.2,0.0,100.0,24.0,9.7,17.0,0.5,0.15,456.0,18.0,0.42669584245076586,1,1,1,1
25,Himachal Pradesh,KANGRA,Jawali,32.1627,75.9638,2019,8.38,315.0,0.0,146.0,11.0,31.9,10.0,0.0,130.0,44.0,26.77,18.0,2.6,0.15,456.0,18.0,0.6892778993435449,1,1,1,1
26,Himachal Pradesh,KANGRA,Indora,32.2363,76.0483,2019,8.48,300.0,0.0,159.0,13.0,31.9,9.1,0.0,140.0,12.0,27.0,26.0,2.0,0.14,456.0,18.0,0.6564551422319475,1,1,1,1
27,Himachal Pradesh,Kangra,Indaura,31.9729,75.903,2019,8.4,480.0,0.0,134.0,42.0,24.0,22.0,0.0,180.0,24.0,29.0,30.0,8.0,0.16,456.0,18.0,1.0503282275711159,2,1,1,1
28,Himachal Pradesh,MANDI,Mandi,31.66,76.95,2019,8.18,244.0,0.0,102.0,28.0,31.9,14.0,0.0,84.0,29.0,26.77,18.0,6.0,0.48,456.0,18.0,0.5339168490153173,1,1,1,1
29,Himachal Pradesh,MANDI,Sundernagar,31.5789,76.9134,2019,8.15,522.0,0.0,189.0,50.0,29.0,11.0,0.0,158.0,29.0,20.0,37.0,14.0,0.17,456.0,18.0,1.1422319474835887,2,1,1,1
30,Himachal Pradesh,MANDI,Mandi,31.5886,76.9451,2019,8.04,1052.0,0.0,102.0,156.0,157.0,72.0,0.0,347.0,76.0,38.0,75.0,6.8,0.1,456.0,18.0,2.3019693654266957,3,1,0,1
31,Himachal Pradesh,MANDI,Sundernagar,31.5515,76.8959,2019,8.45,396.0,0.0,116.0,35.0,31.9,8.7,0.0,168.0,42.0,15.0,21.0,2.3,0.14,456.0,18.0,0.8665207877461707,2,1,1,1
32,Himachal Pradesh,MANDI,Aut,31.8347,77.1716,2019,8.09,367.0,0.0,116.0,35.0,31.9,42.0,0.0,147.0,38.0,13.0,13.0,3.9,0.17,456.0,18.0,0.8030634573304157,1,1,1,1
33,Himachal Pradesh,MANDI,Bahl,31.5648,76.9241,2019,8.42,445.0,0.0,102.0,43.0,31.9,22.0,0.0,179.0,29.0,26.0,25.0,1.7,0.13,456.0,18.0,0.973741794310722,2,1,1,1
34,Himachal Pradesh,HAMIRPUR,Nadaun,31.6864,76.4244,2019,8.04,361.0,0.0,218.0,28.0,31.9,1.7,0.0,189.0,55.0,13.0,11.0,1.6,0.18,456.0,18.0,0.7899343544857768,2,1,1,1
35,Himachal Pradesh,HAMIRPUR,Nadaun,31.6146,76.4747,2019,8.46,350.0,0.0,87.0,21.0,31.9,6.9,0.0,168.0,51.0,10.0,10.0,6.1,0.13,456.0,18.0,0.7658643326039387,2,1,1,1
36,Himachal Pradesh,Kullu,Kullu,31.6573,77.1312,2019,8.18,378.0,0.0,102.0,35.0,31.9,61.0,0.0,158.0,38.0,15.0,11.0,5.0,0.07,456.0,18.0,0.8271334792122538,2,1,0,1
37,Himachal Pradesh,kullu,Kullu,31.9648,77.1153,2019,8.53,470.0,0.0,175.0,35.0,31.9,48.0,0.0,177.0,63.0,8.4,36.0,12.0,0.12,456.0,18.0,1.0284463894967177,2,0,0,1
38,Himachal Pradesh,CHAMBA,Bhattiyat,32.2335,76.1443,2019,8.36,215.0,0.0,87.0,14.0,31.9,2.8,0.0,105.0,21.0,13.0,7.0,0.5,0.1,456.0,18.0,0.47045951859956237,1,1,1,1
39,Himachal Pradesh,SIRMOUR,Kala Amb,30.5261,77.1944,2019,8.37,320.0,0.0,102.0,21.0,31.9,17.0,0.0,137.0,51.0,26.77,13.0,4.2,0.22,456.0,18.0,0.700218818380744,1,1,1,1
40,Himachal Pradesh,SIRMOUR,Paonta Valley,30.4791,77.5444,2019,8.55,492.0,0.0,131.0,28.0,31.9,10.0,0.0,242.0,63.0,20.0,13.0,2.4,0.1,456.0,18.0,1.0765864332603938,2,0,1,1
41,Himachal Pradesh,SIRMOUR,Paonta Valley,30.5385,77.2524,2019,8.36,481.0,0.0,102.0,43.0,31.9,51.0,0.0,189.0,21.0,33.0,24.0,1.0,0.18,456.0,18.0,1.052516411378556,2,1,0,1
42,Himachal Pradesh,SIRMOUR,Paonta sahib,30.473,77.5489,2019,8.0,142.0,0.0,103.0,14.0,31.9,5.7,0.0,63.0,13.0,7.7,18.0,2.5,0.07,456.0,18.0,0.31072210065645517,0,1,1,1
43,Himachal Pradesh,SIRMOUR,Paonta sahib,30.4977,77.4409,2019,7.93,413.0,0.0,145.0,21.0,43.0,27.0,0.0,179.0,46.0,15.0,13.0,2.6,0.08,456.0,18.0,0.9037199124726477,2,1,1,1
44,Himachal Pradesh,SIRMOUR,Paonta sahib,30.4977,77.4409,2019,8.22,205.0,0.0,145.0,7.0,31.9,18.0,0.0,105.0,25.0,10.0,16.0,0.5,0.08,456.0,18.0,0.4485776805251641,1,1,1,1
45,Himachal Pradesh,SIRMOUR,Paonta sahib,30.486,77.5228,2019,8.45,284.0,0.0,102.0,7.0,31.9,83.64,0.0,147.0,38.0,13.0,16.0,1.0,0.12,456.0,18.0,0.6214442013129103,1,1,0,1
46,Himachal Pradesh,SIRMOUR,Paonta sahib,30.5016,77.4733,2019,8.22,345.0,0.0,116.0,21.0,31.9,55.0,0.0,147.0,38.0,13.0,12.0,1.6,0.09,456.0,18.0,0.7549234135667396,1,1,0,1
47,Himachal Pradesh,SIRMOUR,Paonta sahib,30.4489,77.6089,2019,8.21,431.0,0.0,130.0,35.0,35.0,33.0,0.0,168.0,34.0,20.0,19.0,3.7,0.07,456.0,18.0,0.9431072210065645,2,1,1,1
48,Himachal Pradesh,SIRMOUR,Paonta sahib,30.4703,77.5867,2019,8.46,492.0,0.0,116.0,28.0,31.9,25.0,0.0,158.0,34.0,18.0,19.0,21.15,0.13,456.0,18.0,1.0765864332603938,2,1,1,1
49,Himachal Pradesh,SIRMOUR,Paonta sahib,30.4873,77.7047,2019,8.38,488.0,0.0,160.0,21.0,31.9,4.5,0.0,252.0,25.0,46.0,7.0,1.3,0.1,456.0,18.0,1.0678336980306347,2,1,1,1
50,Himachal Pradesh,SIRMOUR,Paonta sahib,30.5201,77.2869,2019,8.13,290.0,0.0,145.0,14.0,31.9,56.0,0.0,116.0,21.0,15.0,30.0,4.5,0.07,456.0,18.0,0.6345733041575492,1,1,0,1
51,Himachal Pradesh,UNA,Amb,31.7791,75.9972,2019,8.35,805.0,0.0,122.0,92.0,135.0,24.0,0.0,190.0,28.0,29.0,120.0,2.2,0.15,456.0,18.0,1.7614879649890591,2,1,1,1
52,Himachal Pradesh,UNA,Amb,31.6853,76.1216,2019,8.7,490.0,0.0,183.0,21.0,31.9,0.6,0.0,170.0,12.0,34.0,48.0,7.5,0.22,456.0,18.0,1.0722100656455142,2,0,1,1
53,Himachal Pradesh,UNA,Amb,31.6607,76.062,2019,8.1,400.0,0.0,110.0,42.0,35.0,23.0,0.0,180.0,56.0,15.0,12.0,1.2,0.07,456.0,18.0,0.87527352297593,2,1,1,1
54,Himachal Pradesh,UNA,Una,31.5349,76.2009,2019,7.48,445.0,0.0,232.0,28.0,31.9,9.9,0.0,90.0,8.0,7.3,69.0,1.3,0.14,456.0,18.0,0.973741794310722,1,1,1,1
55,Himachal Pradesh,UNA,Amb,31.7083,76.0844,2019,8.25,410.0,0.0,159.0,28.0,35.0,23.0,0.0,170.0,24.0,27.0,26.0,1.3,0.14,456.0,18.0,0.8971553610503282,2,1,1,1
56,Himachal Pradesh,UNA,Haroli,31.3734,76.2633,2019,8.5,472.0,0.0,183.0,28.0,31.9,18.0,0.0,180.0,28.0,27.0,40.0,2.7,0.23,456.0,18.0,1.0328227571115973,2,1,1,1
57,Himachal Pradesh,UNA,Una,31.4696,76.2707,2019,8.4,790.0,0.0,134.0,106.0,88.0,23.0,0.0,190.0,20.0,34.0,102.0,1.5,0.23,456.0,18.0,1.7286652078774618,2,1,1,1
58,Himachal Pradesh,UNA,Amb,31.7433,76.195,2019,8.24,280.0,0.0,134.0,21.0,25.0,16.0,0.0,130.0,32.0,12.0,22.0,2.7,0.2,456.0,18.0,0.612691466083151,1,1,1,1
59,Himachal Pradesh,UNA,Bangana,31.5362,76.4052,2019,8.38,705.0,0.0,146.0,35.0,18.0,15.0,0.0,230.0,16.0,46.0,70.0,1.8,0.16,456.0,18.0,1.5426695842450766,2,1,1,1
60,Himachal Pradesh,UNA,Bangana,31.6248,76.3406,2019,8.4,427.0,0.0,110.0,50.0,5.0,18.0,0.0,110.0,20.0,15.0,52.0,0.5,0.15,456.0,18.0,0.9343544857768052,1,1,1,1
61,Himachal Pradesh,UNA,Bangana,31.5481,76.3064,2019,8.79,640.0,0.0,247.0,43.0,31.9,2.8,0.0,180.0,20.0,32.0,86.0,4.0,0.45,456.0,18.0,1.400437636761488,2,0,1,1
62,Himachal Pradesh,UNA,Amb,31.4466,76.2284,2019,8.42,401.0,0.0,58.0,21.0,31.9,39.0,0.0,150.0,32.0,17.0,26.0,0.5,0.24,456.0,18.0,0.8774617067833698,1,1,1,1
63,Himachal Pradesh,UNA,Amb,31.5473,76.1428,2019,8.38,329.0,0.0,73.0,21.0,31.9,51.0,0.0,140.0,20.0,22.0,15.0,1.3,0.13,456.0,18.0,0.7199124726477024,1,1,0,1
64,Himachal Pradesh,UNA,Amb,31.6705,76.048,2019,8.12,523.0,0.0,102.0,21.0,57.0,83.64,0.0,220.0,56.0,19.0,19.0,1.0,0.07,456.0,18.0,1.1444201312910285,2,1,0,1
65,Himachal Pradesh,UNA,Amb,31.6916,76.0353,2019,8.47,265.0,0.0,87.0,28.0,31.9,12.0,0.0,110.0,24.0,12.0,35.0,1.5,0.14,456.0,18.0,0.5798687089715536,1,1,1,1
66,Himachal Pradesh,UNA,Amb,31.7549,76.0085,2019,8.26,220.0,0.0,145.0,14.0,31.9,12.0,0.0,105.0,17.0,15.0,18.0,0.5,0.3,456.0,18.0,0.4814004376367615,1,1,1,1
67,Himachal Pradesh,UNA,Amb,31.7897,75.9918,2019,8.06,353.0,0.0,203.0,21.0,31.9,12.0,0.0,137.0,25.0,18.0,28.0,2.0,0.24,456.0,18.0,0.7724288840262582,1,1,1,1
68,Himachal Pradesh,UNA,Amb,31.8002,75.9836,2019,8.1,325.0,0.0,102.0,43.0,31.9,25.0,0.0,147.0,29.0,18.0,10.0,1.0,0.16,456.0,18.0,0.7111597374179431,1,1,1,1
69,Himachal Pradesh,UNA,Amb,31.3979,76.2922,2019,8.37,260.0,0.0,116.0,14.0,31.9,5.8,0.0,116.0,17.0,18.0,21.0,2.0,0.18,456.0,18.0,0.5689277899343544,1,1,1,1
70,Himachal Pradesh,UNA,Amb,31.3779,76.3068,2019,8.04,642.0,0.0,363.0,43.0,31.9,8.9,0.0,273.0,42.0,41.0,37.0,2.1,0.23,456.0,18.0,1.4048140043763677,2,1,1,1
71,Himachal Pradesh,UNA,Amb,31.3577,76.3154,2019,8.38,523.0,0.0,102.0,64.0,31.9,19.0,0.0,210.0,21.0,38.0,26.0,2.5,0.18,456.0,18.0,1.1444201312910285,2,1,1,1
72,Himachal Pradesh,UNA,Amb,31.5927,76.1263,2019,8.12,385.0,0.0,102.0,57.0,31.9,21.0,0.0,126.0,31.0,10.0,24.0,3.1,0.11,456.0,18.0,0.8424507658643327,1,1,1,1
73,Rajasthan,GANGANAGAR,KARANPUR,30.029,73.665,2019,8.1,275.0,0.0,132.0,38.0,54.0,6.0,0.0,170.0,47.0,12.82,24.0,6.1,0.32,179.0,18.0,1.5277777777777777,2,1,1,1
74,Rajasthan,HANUMANGARH,SANGARIYA,29.85,74.45,2019,8.45,1110.0,0.0,364.0,60.0,85.0,46.0,0.0,165.0,43.0,14.03,209.0,12.8,0.76,722.0,18.0,1.5352697095435686,2,1,0,1
75,Rajasthan,GANGANAGAR,SANGARIYA,29.846,74.242,2019,7.96,300.0,0.0,120.0,52.0,36.0,7.0,0.0,130.0,39.0,7.95,38.0,6.4,0.5,195.0,18.0,1.530612244897959,1,1,1,1
76,Rajasthan,HANUMANGARH,SANGARIYA,29.838,74.41,2019,7.34,310.0,0.0,108.0,31.0,63.0,7.0,0.0,145.0,47.0,6.74,26.0,6.3,0.5,202.0,18.0,1.5270935960591132,1,1,1,1
77,Rajasthan,GANGANAGAR,GANGANAGAR,29.825,73.729,2019,8.0,280.0,0.0,120.0,38.0,49.0,9.0,0.0,140.0,51.0,3.1,31.0,5.0,0.32,182.0,18.0,1.530054644808743,1,1,1,1
78,Rajasthan,GANGANAGAR,KARANPUR,29.817,73.45,2019,7.4,275.0,0.0,120.0,45.0,48.0,8.0,0.0,160.0,43.0,12.82,26.0,5.9,0.55,179.0,18.0,1.5277777777777777,2,1,1,1
79,Rajasthan,GANGANAGAR,GANGANAGAR,29.808,73.733,2019,8.0,570.0,0.0,181.0,60.0,116.0,9.0,0.0,240.0,59.0,22.56,54.0,7.1,0.85,371.0,18.0,1.532258064516129,2,1,1,1
80,Rajasthan,GANGANAGAR,KARANPUR,29.796,73.446,2019,8.2,450.0,0.0,242.0,38.0,66.0,6.0,0.0,250.0,79.0,12.86,33.0,8.0,0.55,293.0,18.0,1.530612244897959,2,1,1,1
81,Rajasthan,HANUMANGARH,HANUMANGARH,29.758,74.267,2019,7.5,2040.0,0.0,413.0,351.0,157.0,55.0,0.0,685.0,142.5,89.56,115.0,21.15,0.17,1326.0,18.0,1.5373021853805577,3,1,0,1
82,Rajasthan,GANGANAGAR,SADULSHAHAR,29.746,73.9,2019,8.0,330.0,0.0,169.0,31.0,51.0,8.0,0.0,180.0,51.0,12.83,27.0,7.6,1.1,215.0,18.0,1.5277777777777777,2,1,1,1
83,Rajasthan,GANGANAGAR,PADAMPUR,29.725,73.596,2019,7.73,245.0,0.0,120.0,31.0,51.0,8.0,0.0,130.0,43.0,5.52,31.0,6.0,0.27,156.0,18.0,1.5605095541401275,1,1,1,1
84,Rajasthan,HANUMANGARH,TIBI,29.7,74.488,2019,8.0,2602.5,0.0,474.0,354.5,157.0,44.0,0.0,475.0,100.0,54.83,250.29,12.5,0.31,1587.0,18.0,1.638853904282116,3,1,1,1
85,Rajasthan,GANGANAGAR,SADULSHAHAR,29.696,73.917,2019,8.0,1150.0,0.0,303.0,88.0,157.0,6.0,0.0,450.0,91.0,54.21,120.0,11.5,1.625,748.0,18.0,1.5353805073431241,3,1,1,0
86,Rajasthan,HANUMANGARH,HANUMANGARH,29.683,74.163,2019,7.88,1100.0,0.0,339.0,202.0,56.0,10.0,0.0,125.0,47.0,1.88,230.0,5.5,0.31,715.0,18.0,1.5363128491620113,1,1,1,1
87,Rajasthan,GANGANAGAR,PADAMPUR,29.683,73.858,2019,8.2,250.0,0.0,120.0,31.0,39.0,7.0,0.0,130.0,39.0,7.95,26.0,5.6,0.35,163.0,18.0,1.524390243902439,1,1,1,1
88,Rajasthan,HANUMANGARH,PILIBANGA,29.633,74.06,2019,8.4,1400.0,0.0,498.0,81.0,105.0,67.0,0.0,170.0,43.0,15.25,250.29,19.7,1.625,910.0,18.0,1.5367727771679474,2,1,0,0
89,Rajasthan,GANGANAGAR,PADAMPUR,29.633,73.767,2019,8.16,285.0,0.0,95.0,52.0,56.0,7.0,0.0,160.0,51.0,7.96,25.0,4.7,0.27,185.0,18.0,1.532258064516129,2,1,1,1
90,Rajasthan,GANGANAGAR,RAISINGHNAGAR,29.633,73.45,2019,8.0,420.0,0.0,132.0,60.0,81.0,7.0,0.0,220.0,83.0,3.14,28.0,6.0,0.55,273.0,18.0,1.532846715328467,2,1,1,1
91,Rajasthan,HANUMANGARH,TIBI,29.625,74.508,2019,7.72,290.0,0.0,132.0,31.0,54.0,10.0,0.0,150.0,51.0,5.53,29.0,4.0,0.14,189.0,18.0,1.5263157894736843,1,1,1,1
92,Rajasthan,HANUMANGARH,HANUMANGARH,29.625,74.317,2019,7.52,1400.0,0.0,413.0,159.0,157.0,11.0,0.0,295.0,70.0,29.26,200.0,9.7,0.82,910.0,18.0,1.5367727771679474,2,1,1,1
93,Rajasthan,HANUMANGARH,PILIBANGA,29.563,73.971,2019,7.56,2602.5,0.0,413.0,354.5,157.0,18.0,0.0,685.0,142.5,54.95,250.29,19.4,1.625,1587.0,18.0,1.638853904282116,3,1,1,0
94,Rajasthan,HANUMANGARH,PILIBANGA,29.563,73.971,2019,7.56,2602.5,0.0,413.0,354.5,157.0,18.0,0.0,685.0,142.5,54.95,250.29,19.4,1.625,1587.0,18.0,1.638853904282116,3,1,1,0
95,Rajasthan,HANUMANGARH,HANUMANGARH,29.561,74.333,2019,7.43,260.0,0.0,108.0,38.0,68.0,9.0,0.0,140.0,43.0,7.95,35.0,6.0,0.22,169.0,18.0,1.5294117647058822,1,1,1,1
96,Rajasthan,GANGANAGAR,RAISINGHNAGAR,29.542,73.45,2019,8.2,500.0,0.0,205.0,53.0,65.0,19.0,0.0,200.0,64.0,9.8,57.0,7.0,0.6,325.0,18.0,1.5337423312883436,2,1,1,1
97,Rajasthan,GANGANAGAR,RAISINGHNAGAR,29.521,73.583,2019,8.1,260.0,0.0,120.0,38.0,52.0,8.0,0.0,140.0,43.0,7.95,32.0,6.0,0.27,169.0,18.0,1.5294117647058822,1,1,1,1
98,Rajasthan,GANGANAGAR,RAISINGHNAGAR,29.513,73.617,2019,7.52,2602.5,0.0,344.0,354.5,157.0,29.0,0.0,685.0,142.5,95.5,250.29,21.15,0.22,1587.0,18.0,1.638853904282116,3,1,1,1
99,Rajasthan,GANGANAGAR,RAISINGHNAGAR,29.492,73.629,2019,8.1,325.0,0.0,120.0,52.0,64.0,6.5,0.0,190.0,43.0,20.11,26.0,5.0,1.3,211.0,18.0,1.5330188679245282,2,1,1,1
100,Rajasthan,HANUMANGARH,PILIBANGA,29.413,74.2,2019,8.12,960.0,0.0,474.0,60.0,98.0,17.0,0.0,180.0,39.0,20.11,188.0,9.0,1.6,624.0,18.0,1.536,2,1,1,0
101,Rajasthan,HANUMANGARH,HANUMANGARH,29.379,74.271,2019,8.1,315.0,0.0,132.0,38.0,36.0,8.0,0.0,140.0,47.0,5.53,29.0,6.0,0.8,205.0,18.0,1.529126213592233,1,1,1,1
102,Rajasthan,HANUMANGARH,TIBI,29.359,74.599,2019,8.0,530.0,0.0,193.0,74.0,47.0,5.6,0.0,205.0,55.0,16.48,50.0,9.0,1.38,345.0,18.0,1.5317919075144508,2,1,1,1
103,Rajasthan,GANGANAGAR,SRI VIJAYNAGAR,29.354,73.633,2019,8.0,1120.0,0.0,291.0,173.0,155.0,19.0,0.0,270.0,64.0,26.82,165.0,21.15,0.22,728.0,18.0,1.5363511659807956,2,1,1,1
104,Rajasthan,GANGANAGAR,PILIBANGA,29.283,74.171,2019,8.1,410.0,0.0,193.0,38.0,54.0,6.0,0.0,220.0,52.0,21.95,24.0,5.3,0.35,267.0,18.0,1.5298507462686568,2,1,1,1
105,Rajasthan,HANUMANGARH,NOHAR,29.281,74.767,2019,7.7,330.0,0.0,132.0,31.0,64.0,5.0,0.0,170.0,51.0,10.4,24.0,3.0,0.6,215.0,18.0,1.5277777777777777,2,1,1,1
106,Rajasthan,GANGANAGAR,SURATGARH,29.275,73.775,2019,7.88,575.0,0.0,242.0,45.0,94.0,12.0,0.0,120.0,34.0,8.55,112.0,6.8,0.85,374.0,18.0,1.5333333333333334,1,1,1,1
107,Rajasthan,HANUMANGARH,RAWATSAR,29.253,74.414,2019,8.09,310.0,0.0,132.0,45.0,39.0,7.0,0.0,150.0,47.0,7.96,30.0,7.0,0.7,202.0,18.0,1.5270935960591132,1,1,1,1
108,Rajasthan,HANUMANGARH,NOHAR,29.25,74.833,2019,8.0,2602.5,0.0,666.0,354.5,157.0,40.0,0.0,685.0,142.5,95.5,250.29,21.15,0.34,1587.0,18.0,1.638853904282116,3,1,1,1
109,Rajasthan,GANGANAGAR,SURATGARH,29.248,73.9,2019,8.12,2000.0,0.0,666.0,159.0,50.0,83.64,0.0,70.0,23.0,3.07,250.29,6.7,1.625,1300.0,18.0,1.5372790161414296,0,1,0,0
110,Rajasthan,HANUMANGARH,NOHAR,29.233,74.75,2019,8.2,1400.0,0.0,217.0,279.0,157.0,12.0,0.0,390.0,80.0,46.29,170.0,10.0,1.55,910.0,18.0,1.5367727771679474,3,1,1,0
111,Rajasthan,GANGANAGAR,SURATGARH,29.225,73.779,2019,8.4,766.0,0.0,205.0,102.0,70.0,53.0,0.0,240.0,60.0,21.95,90.0,14.0,1.625,498.0,18.0,1.535070140280561,2,1,0,0
112,Rajasthan,HANUMANGARH,RAWATSAR,29.217,74.533,2019,7.72,350.0,0.0,144.0,45.0,30.0,10.0,0.0,160.0,47.0,10.39,30.0,1.1,1.1,228.0,18.0,1.5283842794759825,2,1,1,1
113,Rajasthan,GANGANAGAR,ANUPGARH,29.191,73.219,2019,7.79,2602.5,0.0,522.0,354.5,157.0,83.64,0.0,550.0,119.0,61.54,250.29,21.15,0.44,1587.0,18.0,1.638853904282116,3,1,0,1
114,Rajasthan,HANUMANGARH,RAWATSAR,29.183,74.342,2019,8.15,290.0,0.0,108.0,45.0,43.0,6.0,0.0,145.0,38.0,12.2,26.0,6.0,0.93,182.0,18.0,1.5846994535519126,1,1,1,1
115,Rajasthan,GANGANAGAR,SURATGARH,29.183,73.95,2019,7.7,320.0,0.0,108.0,45.0,87.0,11.0,0.0,180.0,39.0,20.11,30.0,7.6,0.75,208.0,18.0,1.5311004784688995,2,1,1,1
116,Rajasthan,GANGANAGAR,SURATGARH,29.167,73.717,2019,7.72,570.0,0.0,169.0,74.0,95.0,55.0,0.0,190.0,43.0,20.11,90.0,8.8,0.5,371.0,18.0,1.532258064516129,2,1,0,1
117,Rajasthan,GANGANAGAR,ANUPGARH,29.167,73.375,2019,7.56,1460.0,0.0,254.0,300.0,145.0,32.0,0.0,610.0,142.5,51.86,86.0,11.5,0.45,949.0,18.0,1.5368421052631578,3,1,1,1
118,Rajasthan,GANGANAGAR,SURATGARH,29.129,73.788,2019,7.7,650.0,0.0,205.0,116.0,55.0,32.0,0.0,190.0,63.0,7.98,103.0,5.0,0.4,423.0,18.0,1.5330188679245282,2,1,1,1
