S._No.,State,District,Block,Latitude,Longitude,Year,pH,EC_in_μS/cm,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,TDS,SiO2,EC_TDS_ratio,Hardness_Class,pH_safe,NO3_safe,F_safe
981,West Bengal,Paschim Medinipur,Dantan I,21.8672,87.2561,2019,7.27,509.0,0.0,177.0,32.0,30.0,11.0,0.0,200.0,54.0,16.0,14.0,1.0,0.3,265.0,18.0,1.913533834586466,2,1,1,1
982,West Bengal,Paschim Medinipur,Dantan II,21.9564,87.4139,2019,7.26,523.0,0.0,250.0,43.0,7.0,3.0,0.0,230.0,40.0,32.0,24.0,1.0,0.3,302.0,18.0,1.726072607260726,2,1,1,1
983,West Bengal,Paschim Medinipur,Daspur I,22.5844,87.7169,2019,7.53,791.0,0.0,494.0,39.0,15.0,0.0,0.0,250.0,20.0,49.0,116.0,2.0,0.4,542.0,18.0,1.4567219152854511,2,1,1,1
984,West Bengal,Paschim Medinipur,Daspur I,22.5449,87.7412,2019,7.76,565.0,0.0,226.0,64.0,2.0,5.0,0.0,115.0,22.0,15.0,71.0,3.0,0.0,318.0,18.0,1.7711598746081505,1,1,1,1
985,West Bengal,Paschim Medinipur,Daspur II,22.56,87.8331,2019,7.71,684.0,0.0,403.0,28.0,4.0,0.0,0.0,120.0,30.0,11.0,110.0,2.0,0.6,431.0,18.0,1.5833333333333333,1,1,1,1
986,West Bengal,Paschim Medinipur,Daspur II,22.5531,87.7661,2019,7.55,788.0,0.0,427.0,60.0,22.0,7.0,0.0,210.0,40.0,27.0,102.0,3.0,0.3,522.0,18.0,1.5066921606118546,2,1,1,1
987,West Bengal,Paschim Medinipur,Debra,22.4375,87.6297,2019,7.46,593.0,0.0,336.0,28.0,28.0,0.0,0.0,125.0,26.0,15.0,101.0,3.0,0.7,407.0,18.0,1.4534313725490196,1,1,1,1
988,West Bengal,Paschim Medinipur,Debra,22.4225,87.5672,2019,7.25,617.0,0.0,311.0,43.0,18.0,24.0,0.0,215.0,46.0,24.0,54.0,1.0,0.5,400.0,18.0,1.5386533665835411,2,1,1,1
989,West Bengal,Paschim Medinipur,Garbeta I,22.9017,87.3614,2019,7.2,157.0,0.0,43.0,28.0,13.0,0.0,0.0,80.0,8.0,15.0,2.0,1.0,0.0,94.0,18.0,1.6526315789473685,1,1,1,1
990,West Bengal,Paschim Medinipur,Garbeta II,22.7344,87.34,2019,6.6000000000000005,563.0,0.0,24.0,163.0,10.0,0.0,0.0,160.0,36.0,17.0,51.0,5.0,0.0,296.0,18.0,1.8956228956228955,2,1,1,1
991,West Bengal,Paschim Medinipur,Garbeta II,22.7911,87.4344,2019,7.29,564.0,0.0,140.0,106.0,29.0,26.0,0.0,180.0,28.0,27.0,33.0,21.15,0.25,386.0,18.0,1.4573643410852712,2,1,1,1
992,West Bengal,Paschim Medinipur,Garbeta II,22.7831,87.4639,2019,7.79,124.0,0.0,31.0,18.0,4.0,7.0,0.0,35.0,8.0,4.0,9.0,1.0,0.0,69.0,18.0,1.7714285714285714,0,1,1,1
993,West Bengal,Paschim Medinipur,Garbeta III,22.7408,87.4628,2019,7.89,242.0,0.0,18.0,85.0,19.0,17.0,0.0,150.0,2.0,35.0,3.0,0.0,0.0,172.0,18.0,1.3988439306358382,1,1,1,1
994,West Bengal,Paschim Medinipur,Garbeta III,22.8095,87.4212,2019,7.54,779.0,0.0,329.0,74.0,16.0,12.0,0.0,165.0,40.0,16.0,86.0,21.15,0.2,479.0,18.0,1.6229166666666666,2,1,1,1
995,West Bengal,Paschim Medinipur,Gopiballavpur I,22.2106,86.895,2019,7.5,410.0,0.0,195.0,25.0,18.0,6.0,0.0,170.0,30.0,23.0,26.0,4.0,0.6,252.0,18.0,1.6205533596837944,2,1,1,1
996,West Bengal,Paschim Medinipur,Gopiballavpur II,22.2653,86.9122,2019,7.55,232.0,0.0,122.0,18.0,3.0,0.0,0.0,90.0,28.0,5.0,10.0,2.0,0.41,140.0,18.0,1.6453900709219857,1,1,1,1
997,West Bengal,Paschim Medinipur,Jamboni,22.52,86.8475,2019,7.53,242.0,0.0,110.0,14.0,15.0,0.0,0.0,130.0,24.0,17.0,2.0,1.0,0.0,139.0,18.0,1.7285714285714286,1,1,1,1
998,West Bengal,Paschim Medinipur,Jamboni,22.3831,86.8689,2019,7.35,161.0,0.0,43.0,18.0,23.0,0.0,0.0,65.0,10.0,10.0,7.0,1.0,0.6,96.0,18.0,1.6597938144329898,0,1,1,1
999,West Bengal,Paschim Medinipur,Jhargram,22.49,87.0858,2019,7.35,222.0,0.0,61.0,18.0,11.0,20.0,0.0,95.0,22.0,10.0,4.0,0.0,0.72,123.0,18.0,1.7903225806451613,1,1,1,1
1000,West Bengal,Paschim Medinipur,Jhargram,22.4747,87.0231,2019,7.1,79.0,0.0,31.0,11.0,1.0,3.0,0.0,35.0,4.0,6.0,3.0,2.0,0.8,49.0,18.0,1.58,0,1,1,1
1001,West Bengal,Paschim Medinipur,Keshiary,22.1725,87.2822,2019,7.76,86.0,0.0,37.0,11.0,0.0,0.0,0.0,40.0,10.0,4.0,3.0,1.0,0.6,50.0,18.0,1.6862745098039216,0,1,1,1
1002,West Bengal,Paschim Medinipur,Keshiary,22.2072,87.2897,2019,7.44,480.0,0.0,98.0,85.0,27.0,5.0,0.0,105.0,24.0,11.0,61.0,3.0,0.9,277.0,18.0,1.7266187050359711,1,1,1,1
1003,West Bengal,Paschim Medinipur,Keshiary,22.1653,87.2564,2019,7.65,98.0,0.0,31.0,4.0,1.0,18.0,0.0,35.0,6.0,5.0,6.0,0.0,0.5,59.0,18.0,1.6333333333333333,0,1,1,1
1004,West Bengal,Paschim Medinipur,Kharagpur I,22.3275,87.3194,2019,7.29,838.0,0.0,214.0,152.0,31.0,18.0,0.0,225.0,52.0,23.0,75.0,19.0,0.0,501.0,18.0,1.6693227091633467,2,1,1,1
1005,West Bengal,Paschim Medinipur,Kharagpur I,22.34,87.18,2019,7.55,107.0,0.0,49.0,18.0,2.0,0.0,0.0,55.0,14.0,5.0,6.0,1.0,0.7,76.0,18.0,1.3896103896103895,0,1,1,1
1006,West Bengal,Paschim Medinipur,Kharagpur I,22.3333,87.3372,2019,7.12,910.0,0.0,323.0,89.0,37.0,24.0,0.0,215.0,36.0,30.0,87.0,21.15,0.6,527.0,18.0,1.7234848484848484,2,1,1,1
1007,West Bengal,Paschim Medinipur,Medinipur Sadar,22.4686,87.1486,2019,7.06,657.0,0.0,128.0,113.0,61.0,32.0,0.0,175.0,64.0,4.0,51.0,21.15,1.0,472.0,18.0,1.3890063424947146,2,1,1,1
1008,West Bengal,Paschim Medinipur,Medinipur Sadar,22.4294,87.2147,2019,7.21,797.0,0.0,415.0,50.0,25.0,0.0,0.0,265.0,68.0,23.0,75.0,2.0,0.0,496.0,18.0,1.6036217303822937,2,1,1,1
1009,West Bengal,Paschim Medinipur,Medinipur Sadar,22.4264,87.2708,2019,7.19,556.0,0.0,183.0,64.0,23.0,1.0,0.0,180.0,40.0,19.0,32.0,7.0,0.42,299.0,18.0,1.8533333333333333,2,1,1,1
1010,West Bengal,Paschim Medinipur,Mohanpur,21.8431,87.4214,2019,7.36,347.0,0.0,153.0,39.0,10.0,0.0,0.0,145.0,40.0,11.0,15.0,1.0,0.5,209.0,18.0,1.6523809523809523,1,1,1,1
1011,West Bengal,Paschim Medinipur,Mohanpur,21.8736,87.4261,2019,7.34,359.0,0.0,195.0,25.0,0.0,9.0,0.0,150.0,36.0,15.0,17.0,2.0,0.46,223.0,18.0,1.6026785714285714,1,1,1,1
1012,West Bengal,Paschim Medinipur,Narayangarh,22.0372,87.4038,2019,7.34,439.0,0.0,201.0,43.0,3.0,2.0,0.0,165.0,36.0,18.0,28.0,1.0,0.37,254.0,18.0,1.7215686274509805,2,1,1,1
1013,West Bengal,Paschim Medinipur,Narayangarh,22.1222,87.3697,2019,7.19,292.0,0.0,171.0,11.0,3.0,2.0,0.0,125.0,30.0,12.0,13.0,2.0,0.0,177.0,18.0,1.6404494382022472,1,1,1,1
1014,West Bengal,Paschim Medinipur,Narayangarh,22.0044,87.3058,2019,7.54,251.0,0.0,134.0,18.0,9.0,3.0,0.0,105.0,18.0,15.0,14.0,3.0,0.3,162.0,18.0,1.539877300613497,1,1,1,1
1015,West Bengal,Paschim Medinipur,Narazole II,22.5769,87.6697,2019,7.5,628.0,0.0,378.0,25.0,3.0,7.0,0.0,185.0,24.0,30.0,74.0,2.0,0.6,396.0,18.0,1.5818639798488665,2,1,1,1
1016,West Bengal,Paschim Medinipur,Sabang,22.2236,87.5672,2019,7.41,719.0,0.0,336.0,60.0,6.0,3.0,0.0,200.0,54.0,16.0,70.0,1.0,0.8,415.0,18.0,1.7283653846153846,2,1,1,1
1017,West Bengal,Paschim Medinipur,Salboni,22.5097,87.3267,2019,7.12,62.0,0.0,31.0,7.0,0.0,0.0,0.0,25.0,6.0,2.0,5.0,1.0,0.2,40.0,18.0,1.5121951219512195,0,1,1,1
1018,West Bengal,Paschim Medinipur,Salboni,22.5381,87.3283,2019,7.05,81.0,0.0,37.0,14.0,0.0,0.0,0.0,40.0,12.0,2.0,4.0,1.0,0.7,56.0,18.0,1.4210526315789473,0,1,1,1
1019,West Bengal,Purba Medinipur,Khejuri,21.8819,87.8753,2019,7.42,1056.0,0.0,287.0,184.0,10.0,0.0,0.0,175.0,8.0,38.0,156.0,4.0,0.0,575.0,18.0,1.8333333333333333,2,1,1,1
1020,West Bengal,Purba Medinipur,Mahisadal,22.1367,88.0883,2019,7.37,1255.0,0.0,421.0,213.0,62.0,10.0,0.0,205.0,34.0,29.0,239.0,5.0,0.0,849.0,18.0,1.4764705882352942,2,1,1,1
1021,West Bengal,Purba Medinipur,Nandakumar,22.1397,87.9769,2019,7.27,934.0,0.0,293.0,85.0,82.0,21.0,0.0,230.0,26.0,40.0,102.0,7.0,0.74,543.0,18.0,1.7169117647058822,2,1,1,1
1022,West Bengal,Purba Medinipur,Nandigram I,22.0097,87.9775,2019,7.4,947.0,0.0,177.0,145.0,34.0,22.0,0.0,185.0,58.0,10.0,108.0,4.0,0.0,489.0,18.0,1.9326530612244899,2,1,1,1
1023,West Bengal,Purba Medinipur,Nandigram II,22.0861,87.9569,2019,7.48,1216.0,0.0,415.0,191.0,26.0,3.0,0.0,170.0,22.0,28.0,208.0,3.0,0.3,735.0,18.0,1.6521739130434783,2,1,1,1
1024,West Bengal,Purba Medinipur,Panskura II,22.4542,87.8717,2019,7.71,745.0,0.0,342.0,78.0,4.0,14.0,0.0,140.0,24.0,19.0,115.0,3.0,0.3,466.0,18.0,1.595289079229122,1,1,1,1
1025,West Bengal,Purba Medinipur,Panskura II,22.4436,87.8756,2019,7.49,1349.0,0.0,512.0,160.0,52.0,20.0,0.0,345.0,56.0,50.0,143.0,21.15,0.4,824.0,18.0,1.6351515151515152,3,1,1,1
1026,West Bengal,Purba Medinipur,Potashpur I,22.0817,87.6406,2019,7.43,841.0,0.0,317.0,103.0,11.0,21.0,0.0,235.0,30.0,39.0,79.0,4.0,0.4,480.0,18.0,1.7484407484407485,2,1,1,1
1027,West Bengal,Purba Medinipur,Potashpur I,22.0272,87.5472,2019,7.56,518.0,0.0,317.0,18.0,0.0,0.0,0.0,190.0,42.0,21.0,41.0,3.0,0.68,318.0,18.0,1.6238244514106583,2,1,1,1
1028,West Bengal,Purba Medinipur,Potashpur II,21.9386,87.5336,2019,7.55,540.0,0.0,232.0,60.0,4.0,3.0,0.0,225.0,38.0,32.0,22.0,2.0,0.4,302.0,18.0,1.7821782178217822,2,1,1,1
1029,West Bengal,Purba Medinipur,Ramnagar II,21.7128,87.5583,2019,7.52,571.0,0.0,342.0,32.0,11.0,4.0,0.0,225.0,34.0,34.0,46.0,2.0,0.0,372.0,18.0,1.5308310991957104,2,1,1,1
1030,West Bengal,Purulia,Arsha,23.3228,86.1581,2019,8.07,576.0,0.0,220.0,78.0,7.0,0.0,0.0,190.0,16.0,36.0,43.0,16.0,0.31,332.0,18.0,1.7297297297297298,2,1,1,1
1031,West Bengal,Purulia,Arsha,23.3272,86.1717,2019,8.0,260.0,0.0,128.0,21.0,0.0,2.0,0.0,105.0,14.0,17.0,12.0,2.0,0.64,147.0,18.0,1.7567567567567568,1,1,1,1
1032,West Bengal,Purulia,Arsha,23.2175,86.2989,2019,7.89,1984.0,0.0,214.0,354.5,62.0,4.0,0.0,685.0,60.0,95.5,94.0,8.0,0.1,1089.0,18.0,1.8201834862385322,3,1,1,1
1033,West Bengal,Purulia,Baghmundi,23.195,86.0681,2019,7.85,1386.0,0.0,214.0,266.0,88.0,43.0,0.0,465.0,22.0,95.5,89.0,21.15,0.28,765.0,18.0,1.8093994778067886,3,1,1,1
1034,West Bengal,Purulia,Baghmundi,23.2364,85.985,2019,7.81,250.0,0.0,128.0,18.0,0.0,5.0,0.0,105.0,16.0,16.0,11.0,2.0,1.17,147.0,18.0,1.6891891891891893,1,1,1,1
1035,West Bengal,Purulia,Balarampur,23.1306,86.2456,2019,7.94,286.0,0.0,122.0,28.0,0.0,0.0,0.0,115.0,24.0,13.0,15.0,2.0,0.37,157.0,18.0,1.8101265822784811,1,1,1,1
1036,West Bengal,Purulia,Barabazar,23.2389,86.3536,2019,7.84,311.0,0.0,116.0,50.0,0.0,3.0,0.0,105.0,22.0,12.0,29.0,2.0,0.08,188.0,18.0,1.6455026455026456,1,1,1,1
1037,West Bengal,Purulia,Barabazar,23.0,86.38,2019,8.08,1728.0,0.0,403.0,312.0,24.0,37.0,0.0,540.0,58.0,95.5,106.0,21.15,0.34,943.0,18.0,1.8305084745762712,3,1,1,1
1038,West Bengal,Purulia,Barabazar,23.16,86.32,2019,7.86,701.0,0.0,165.0,96.0,63.0,24.0,0.0,200.0,12.0,41.0,62.0,15.0,0.64,415.0,18.0,1.6850961538461537,2,1,1,1
1039,West Bengal,Purulia,Bundwan,22.9,86.49,2019,8.08,709.0,0.0,207.0,99.0,17.0,40.0,0.0,305.0,8.0,69.0,24.0,9.0,0.27,393.0,18.0,1.799492385786802,3,1,1,1
1040,West Bengal,Purulia,Hura,23.2861,86.7231,2019,7.82,1047.0,0.0,171.0,266.0,37.0,17.0,0.0,485.0,16.0,95.5,42.0,2.0,0.19,592.0,18.0,1.7655986509274872,3,1,1,1
1041,West Bengal,Purulia,Hura,23.2986,86.6625,2019,8.15,414.0,0.0,201.0,35.0,0.0,7.0,0.0,160.0,36.0,17.0,29.0,1.0,0.24,248.0,18.0,1.6626506024096386,2,1,1,1
1042,West Bengal,Purulia,Hura,23.2689,86.5561,2019,8.24,1430.0,0.0,360.0,252.0,43.0,39.0,0.0,530.0,14.0,95.5,88.0,15.0,0.16,791.0,18.0,1.8055555555555556,3,1,1,1
1043,West Bengal,Purulia,Hura,23.2997,86.5422,2019,8.13,967.0,0.0,195.0,138.0,22.0,83.64,0.0,220.0,22.0,40.0,85.0,21.15,0.26,552.0,18.0,1.7486437613019892,2,1,0,1
1044,West Bengal,Purulia,Hura,23.2806,86.7611,2019,8.02,683.0,0.0,177.0,96.0,39.0,34.0,0.0,220.0,12.0,46.0,59.0,9.0,0.28,403.0,18.0,1.6905940594059405,2,1,1,1
1045,West Bengal,Purulia,Jaypur,23.41,86.2,2019,7.97,441.0,0.0,159.0,35.0,43.0,0.0,0.0,140.0,12.0,27.0,45.0,0.0,0.37,259.0,18.0,1.6961538461538461,1,1,1,1
1046,West Bengal,Purulia,Jhalda I,23.3797,85.8983,2019,7.88,1221.0,0.0,128.0,305.0,57.0,16.0,0.0,345.0,16.0,74.0,122.0,8.0,0.24,678.0,18.0,1.7982326951399117,3,1,1,1
1047,West Bengal,Purulia,Jhalda II,23.3653,85.9756,2019,7.94,1153.0,0.0,134.0,280.0,0.0,83.64,0.0,440.0,14.0,95.5,67.0,5.0,0.16,630.0,18.0,1.827258320126783,3,1,0,1
1048,West Bengal,Purulia,Jhalda II,23.4175,86.1417,2019,7.69,838.0,0.0,116.0,174.0,67.0,8.0,0.0,290.0,10.0,64.0,67.0,4.0,0.23,464.0,18.0,1.8021505376344087,2,1,1,1
1049,West Bengal,Purulia,Joypur,23.4172,86.1428,2019,7.78,2208.0,0.0,134.0,354.5,112.0,83.64,0.0,575.0,14.0,95.5,193.0,21.15,0.62,1222.0,18.0,1.80539656582175,3,1,0,1
1050,West Bengal,Purulia,Kashipur,23.4114,86.7825,2019,8.23,1325.0,0.0,573.0,145.0,0.0,20.0,0.0,525.0,20.0,95.5,88.0,7.0,0.16,745.0,18.0,1.7761394101876675,3,1,1,1
1051,West Bengal,Purulia,Kashipur,23.4239,86.6664,2019,7.74,863.0,0.0,195.0,113.0,66.0,43.0,0.0,295.0,14.0,63.0,49.0,13.0,0.12,481.0,18.0,1.7904564315352698,2,1,1,1
1052,West Bengal,Purulia,Manbazar I,23.1219,86.6097,2019,8.35,958.0,0.0,214.0,113.0,51.0,41.0,0.0,290.0,30.0,52.0,63.0,21.15,0.52,527.0,18.0,1.8143939393939394,2,1,1,1
1053,West Bengal,Purulia,Manbazar II,22.9892,86.63,2019,8.2,758.0,0.0,256.0,124.0,0.0,0.0,0.0,245.0,16.0,50.0,72.0,3.0,0.36,421.0,18.0,1.7962085308056872,2,1,1,1
1054,West Bengal,Purulia,Manbazar-I,23.06,86.65,2019,8.05,694.0,0.0,220.0,103.0,15.0,0.0,0.0,130.0,14.0,23.0,91.0,1.0,0.24,381.0,18.0,1.8167539267015707,1,1,1,1
1055,West Bengal,Purulia,Nituria,24.0189,87.2925,2019,7.81,645.0,0.0,116.0,85.0,47.0,36.0,0.0,145.0,22.0,22.0,50.0,21.15,0.17,368.0,18.0,1.7479674796747968,1,1,1,1
1056,West Bengal,Purulia,Nituria,23.6622,86.8247,2019,7.98,623.0,0.0,201.0,53.0,35.0,29.0,0.0,225.0,20.0,43.0,41.0,3.0,0.37,347.0,18.0,1.7902298850574712,2,1,1,1
1057,West Bengal,Purulia,Para,23.4914,86.5647,2019,7.83,820.0,0.0,207.0,110.0,47.0,28.0,0.0,230.0,10.0,50.0,76.0,2.0,0.08,449.0,18.0,1.8222222222222222,2,1,1,1
1058,West Bengal,Purulia,Para,23.5633,86.4681,2019,8.09,800.0,0.0,183.0,138.0,39.0,31.0,0.0,340.0,18.0,72.0,42.0,1.0,0.19,454.0,18.0,1.7582417582417582,3,1,1,1
1059,West Bengal,Purulia,Para,23.5442,86.5492,2019,8.32,1410.0,0.0,354.0,174.0,157.0,0.0,0.0,445.0,66.0,68.0,114.0,11.0,0.41,812.0,18.0,1.7343173431734318,3,1,1,1
1060,West Bengal,Purulia,Puncha,23.1989,86.6667,2019,7.9,1791.0,0.0,153.0,354.5,74.0,83.64,0.0,685.0,26.0,95.5,65.0,4.0,0.31,980.0,18.0,1.8256880733944953,3,1,0,1
1061,West Bengal,Purulia,Puncha,23.1931,86.5183,2019,7.9,476.0,0.0,183.0,64.0,9.0,0.0,0.0,115.0,12.0,21.0,63.0,8.0,0.18,288.0,18.0,1.6470588235294117,1,1,1,1
1062,West Bengal,Purulia,Puncha,23.1639,86.6553,2019,7.77,155.0,0.0,79.0,11.0,0.0,0.0,0.0,55.0,14.0,5.0,13.0,1.0,0.18,92.0,18.0,1.6666666666666667,0,1,1,1
1063,West Bengal,Purulia,Purulia I,23.2364,86.3592,2019,7.98,542.0,0.0,153.0,82.0,18.0,21.0,0.0,205.0,16.0,40.0,36.0,2.0,0.68,308.0,18.0,1.7540453074433657,2,1,1,1
1064,West Bengal,Purulia,Purulia I,23.3333,86.3775,2019,8.15,1168.0,0.0,281.0,191.0,53.0,17.0,0.0,330.0,30.0,62.0,112.0,3.0,0.38,641.0,18.0,1.8193146417445483,3,1,1,1
1065,West Bengal,Purulia,Purulia I,23.3936,86.2753,2019,7.95,1560.0,0.0,299.0,347.0,13.0,33.0,0.0,440.0,14.0,95.5,133.0,21.15,0.13,859.0,18.0,1.813953488372093,3,1,1,1
1066,West Bengal,Purulia,Purulia I,23.2664,86.3228,2019,7.9,820.0,0.0,116.0,167.0,48.0,35.0,0.0,325.0,18.0,68.0,47.0,4.0,0.23,457.0,18.0,1.7903930131004366,3,1,1,1
1067,West Bengal,Purulia,Purulia II,23.4047,86.4531,2019,8.3,685.0,0.0,323.0,64.0,0.0,18.0,0.0,250.0,14.0,52.0,53.0,8.0,0.08,407.0,18.0,1.678921568627451,2,1,1,1
1068,West Bengal,Purulia,Purulia II,23.3772,86.4056,2019,7.81,2108.0,0.0,201.0,354.5,30.0,83.64,0.0,685.0,70.0,95.5,121.0,8.0,0.73,1161.0,18.0,1.8141135972461273,3,1,0,1
1069,West Bengal,Purulia,Raghunathpur I,23.5289,86.7544,2019,7.98,435.0,0.0,146.0,46.0,39.0,0.0,0.0,115.0,12.0,21.0,54.0,2.0,0.06,263.0,18.0,1.6477272727272727,1,1,1,1
1070,West Bengal,Purulia,Raghunathpur II,23.9669,87.0183,2019,7.97,1016.0,0.0,201.0,163.0,91.0,7.0,0.0,285.0,10.0,63.0,97.0,1.0,0.56,557.0,18.0,1.82078853046595,2,1,1,1
1071,West Bengal,Purulia,Santuri,23.6294,86.8558,2019,7.6,937.0,0.0,183.0,142.0,95.0,3.0,0.0,300.0,16.0,63.0,79.0,3.0,0.86,513.0,18.0,1.8229571984435797,2,1,1,1
1072,West Bengal,Purulia,Santuri,23.5247,86.8567,2019,7.9,375.0,0.0,116.0,57.0,18.0,0.0,0.0,165.0,22.0,27.0,15.0,4.0,0.24,213.0,18.0,1.7523364485981308,2,1,1,1
1073,West Bengal,South 24 Parganas,Baruipur,22.6083,88.7998,2019,8.07,686.0,0.0,415.0,46.0,28.0,4.0,0.0,280.0,28.0,51.0,100.0,6.0,0.05,439.0,18.0,1.559090909090909,2,1,1,1
1074,West Bengal,South 24 Parganas,Baruipur,22.4025,88.5003,2019,7.97,1624.0,0.0,195.0,354.5,34.0,1.0,0.0,400.0,16.0,87.0,168.0,6.0,0.18,1039.0,18.0,1.5615384615384615,3,1,1,1
1075,West Bengal,South 24 Parganas,Baruipur,22.3675,88.4006,2019,8.37,656.0,0.0,232.0,53.0,31.0,4.0,0.0,205.0,80.0,1.0,75.0,5.0,0.16,420.0,18.0,1.5581947743467934,2,1,1,1
1076,West Bengal,South 24 Parganas,Baruipur,22.3156,88.4708,2019,8.3,688.0,0.0,244.0,53.0,55.0,4.0,0.0,220.0,20.0,41.0,79.0,5.0,0.08,440.0,18.0,1.560090702947846,2,1,1,1
1077,West Bengal,South 24 Parganas,Baruipur,22.3436,88.5714,2019,8.05,2393.0,0.0,336.0,354.5,64.0,5.0,0.0,595.0,20.0,95.5,250.29,11.0,0.05,1532.0,18.0,1.5609915198956295,3,1,1,1
1078,West Bengal,South 24 Parganas,Baruipur,22.27,88.445,2019,8.06,825.0,0.0,342.0,89.0,38.0,6.0,0.0,225.0,26.0,39.0,106.0,7.0,0.05,528.0,18.0,1.559546313799622,2,1,1,1
1079,West Bengal,South 24 Parganas,Basanti,22.3425,88.7506,2019,8.58,1082.0,0.0,244.0,149.0,32.0,8.0,0.0,185.0,24.0,30.0,170.0,6.0,0.09,692.0,18.0,1.5613275613275612,2,0,1,1
1080,West Bengal,South 24 Parganas,Basanti,22.1819,88.7189,2019,8.65,918.0,0.0,262.0,71.0,35.0,29.0,0.0,135.0,24.0,18.0,187.0,4.0,0.03,587.0,18.0,1.5612244897959184,1,0,1,1
1081,West Bengal,South 24 Parganas,Basanti,22.1167,88.6636,2019,8.65,956.0,0.0,311.0,78.0,27.0,5.0,0.0,165.0,20.0,28.0,183.0,4.0,0.05,612.0,18.0,1.5595432300163132,2,0,1,1
1082,West Bengal,South 24 Parganas,Basanti,22.2831,88.7456,2019,8.36,2506.0,0.0,299.0,354.5,1.0,8.0,0.0,100.0,20.0,12.0,250.29,9.0,0.13,1587.0,18.0,1.5780856423173804,1,1,1,1
1083,West Bengal,South 24 Parganas,Bhangar I,22.5117,88.6478,2019,7.8,888.0,0.0,262.0,156.0,0.0,9.0,0.0,240.0,54.0,25.0,102.0,5.0,0.26,568.0,18.0,1.5606326889279438,2,1,1,1
1084,West Bengal,South 24 Parganas,Bhangar I,22.3872,88.4283,2019,7.99,901.0,0.0,360.0,138.0,0.0,3.0,0.0,195.0,24.0,33.0,117.0,5.0,0.16,576.0,18.0,1.561525129982669,2,1,1,1
1085,West Bengal,South 24 Parganas,Bhangar II,22.5669,88.5931,2019,7.94,526.0,0.0,336.0,46.0,0.0,1.0,0.0,235.0,30.0,39.0,38.0,11.0,0.08,337.0,18.0,1.5562130177514792,2,1,1,1
1086,West Bengal,South 24 Parganas,Bhangar II,22.525,88.6083,2019,8.0,930.0,0.0,214.0,195.0,0.0,0.0,0.0,250.0,40.0,36.0,106.0,2.0,0.23,595.0,18.0,1.5604026845637584,2,1,1,1
1087,West Bengal,South 24 Parganas,Bishnupur,22.4269,88.3019,2019,8.03,2051.0,0.0,262.0,354.5,27.0,5.0,0.0,355.0,10.0,80.0,227.0,18.0,0.31,1313.0,18.0,1.560882800608828,3,1,1,1
1088,West Bengal,South 24 Parganas,Budge Budge I,22.48,88.2,2019,7.08,813.0,0.0,305.0,85.0,41.0,10.0,0.0,245.0,36.0,38.0,76.0,21.15,0.05,521.0,18.0,1.5574712643678161,2,1,1,1
1089,West Bengal,South 24 Parganas,Canning II,22.8075,89.1078,2019,7.7,1811.0,0.0,384.0,354.5,0.0,4.0,0.0,245.0,62.0,22.0,250.29,5.0,0.58,1159.0,18.0,1.561206896551724,2,1,1,1
1090,West Bengal,South 24 Parganas,Canning II,22.4442,88.7008,2019,8.04,1929.0,0.0,519.0,354.5,0.0,6.0,0.0,265.0,38.0,41.0,250.29,3.0,0.45,1235.0,18.0,1.5606796116504855,2,1,1,1
1091,West Bengal,South 24 Parganas,Canning-I,22.35,88.23,2019,8.34,2551.0,0.0,311.0,284.0,0.0,7.0,0.0,245.0,36.0,38.0,209.0,9.0,0.09,1587.0,18.0,1.6064231738035264,2,1,1,1
1092,West Bengal,South 24 Parganas,Canning-I,22.2814,88.6381,2019,8.27,1058.0,0.0,415.0,149.0,40.0,6.0,0.0,190.0,20.0,34.0,154.0,5.0,0.12,677.0,18.0,1.5604719764011798,2,1,1,1
1093,West Bengal,South 24 Parganas,Kmc,22.4697,88.3108,2019,7.47,758.0,0.0,336.0,71.0,36.0,24.0,0.0,305.0,26.0,58.0,60.0,21.15,0.12,485.0,18.0,1.559670781893004,3,1,1,1
1094,West Bengal,South 24 Parganas,Diamond Harbour I,22.301,88.464,2019,8.42,853.0,0.0,85.0,160.0,2.0,2.0,0.0,215.0,24.0,38.0,121.0,3.0,0.35,546.0,18.0,1.559414990859232,2,1,1,1
1095,West Bengal,South 24 Parganas,Falta,22.2706,88.2183,2019,7.84,2602.5,0.0,427.0,354.5,26.0,7.0,0.0,685.0,112.0,95.5,250.29,21.15,0.25,1587.0,18.0,1.638853904282116,3,1,1,1
1096,West Bengal,South 24 Parganas,Gosaba,22.17,88.8,2019,8.4,2602.5,0.0,403.0,354.5,0.0,30.0,0.0,180.0,30.0,25.0,250.29,21.15,0.16,1587.0,18.0,1.638853904282116,2,1,1,1
1097,West Bengal,South 24 Parganas,Jaynagar I,22.1672,88.4267,2019,8.36,1037.0,0.0,256.0,142.0,0.0,7.0,0.0,195.0,20.0,35.0,180.0,6.0,0.35,664.0,18.0,1.5593984962406016,2,1,1,1
1098,West Bengal,South 24 Parganas,Jaynagar I,22.1677,88.4127,2019,7.73,2028.0,0.0,384.0,354.5,27.0,13.0,0.0,300.0,40.0,49.0,250.29,6.0,0.05,1298.0,18.0,1.5612009237875288,2,1,1,1
